zip_code,sumtotal
23434,1075
47933,1075
44313,1074
32225,1071
02807,1070
93314,1070
96768,1070
76051,1069.5
95247,1069
99577,1069
10512,1068
95667,1068
23602,1067
06896,1066
06794,1065
85012,1065
90094,1065
92821,1065
94037,1065
95130,1065
43214,1064
44720,1064
77379,1063
98014,1060
10044,1059
85022,1059
97080,1059
55318,1058
28078,1057
98008,1055.5
07924,1055
35205,1055
94063,1055
01581,1053.18
10466,1053
78628,1053
02556,1052
85748,1052
43081,1051
08628,1050
12174,1050
17104,1050
22713,1050
34235,1050
46552,1050
54235,1050
60619,1050
77901,1050
93555,1050
11365,1048
98332,1048
93460,1047
86336,1045.5
11580,1045
23114,1042
19129,1040
34956,1040
51106,1040
22039,1038
93704,1038
70125,1037
06516,1035
12815,1035
12996,1035
21774,1035
37722,1035
43201,1035
60555,1035
34275,1034
80129,1034
01749,1033
78258,1032
85351,1030.5
10030,1030
87504,1030
08823,1029
55305,1029
98340,1027
92010,1025.16
14201,1025
22152,1025
27712,1025
55806,1025
73061,1025
84074,1025
92832,1025
94801,1025
11234,1024
97140,1023
07059,1022
87547,1021
84321,1020
14424,1019
23666,1018
14052,1017
27603,1017
41017,1016
02840,1015
13346,1015
48858,1015
12561,1011.5
23220,1011.5
80125,1011
07676,1010
19333,1010
44024,1010
72067,1010
75056,1010
89460,1010
92692,1010
85742,1008
15090,1007
20871,1005
96761,1005
77429,1003
98178,1001
01440,1000
02562,1000
03226,1000
04008,1000
04853,1000
06103,1000
06281,1000
08101,1000
10162,1000
10166,1000
12075,1000
12211,1000
21227,1000
24440,1000
28681,1000
32118,1000
34747,1000
40004,1000
43543,1000
44286,1000
48348,1000
49285,1000
55340,1000
56187,1000
58438,1000
60143,1000
61062,1000
67460,1000
74119,1000
75710,1000
77488,1000
80469,1000
80651,1000
81505,1000
93458,1000
96748,1000
97305,1000
98280,1000
99829,1000
13760,999
33609,999
12110,998
48197,998
91745,998
11552,996
66213,996
85213,996
93063,996
12302,995
76710,995
98512,994
81612,991
08071,990
93901,990
98642,990
98926,990
01880,989
92026,989
37923,988
78722,987
33301,986
48168,985
12180,984
60617,984
49546,983
82072,983
29650,982
95820,982
98188,981
33573,980
45249,980
92620,980
77084,979
11211,978.18
07028,978
60203,978
20748,977
21035,976
77706,976
02152,975
15216,975
92782,975
75240,974
92563,974
55447,973
91024,973
90014,972
07840,970
32308,970
49507,970
63112,970
01824,969
34471,968
93021,968
98662,968
90028,966
92085,963
30017,961
37343,961
85226,961
12571,960
20164,960
62221,960
33764,959
03818,958
34683,958
52241,958
77573,958
91406,958
66614,957
92507,957
20175,956
03449,955
20017,955
75052,955
78749,955
01719,954
83333,954
54115,953
49684,952
19403,951
02052,950
14209,950
32625,950
32736,950
47150,950
60048,950
66061,950
66503,950
91750,950
62025,949
48085,948
35242,947
49008,947
33028,946
34711,946
12077,945
33076,945
21742,944
39180,942
01945,940
10956,940
46350,940
11764,938
36608,938
44601,938
33472,937
06890,936
16803,936
81003,936
15301,935
34241,935
40204,935
43615,935
78727,935
98029,935
11542,933
93312,933
04074,932
99354,932
74105,931
07481,930
91775,930
98584,930
28403,928
62959,928
11357,927
15401,925
19104,925
22551,925
75204,925
81621,925
83814,925
89521,925
06457,924
86005,924
60030,923
14607,922
32804,922
76110,921
11801,920
19701,920
19707,920
64064,920
48323,919
34135,918.5
08530,918
11020,918
20886,918
81303,918
34223,917
87123,917
04843,915
11942,915
06851,914.5
47201,913
78227,913
92210,913
06518,912
30002,912
20716,911
27577,911
28806,911
11205,910
32606,910
34689,910
68130,906.5
11203,906
64113,906
78739,906
60563,905
77058,905
14624,903
98290,903
86301,901
11024,900
22960,900
79106,900
93150,900
95204,900
33556,898.66
74114,898
92020,898
94560,898
91506,897
85383,895.5
11434,895
33462,895
37938,895
77584,895
98108,895
04043,894
01027,893
35758,892.5
02675,892
20706,892
29910,892
73103,892
77375,892
74074,891
77035,891
92078,891
23455,890
72207,890
20785,889
63034,889
85395,889
19335,888
14580,886
33149,886
87144,886
94805,886
18049,885
20705,885
32183,885
94606,885
95490,885
98370,885
48854,884
30328,883
55021,883
43017,882
85715,882
48334,881
80631,881
93921,879
95415,879
89048,878
99337,878
19002,876
22151,876
30084,876
07650,875
11721,875
20187,875
60516,875
85607,875
92019,875
02878,873
83712,873
48230,872.1800000000001
29803,872
33426,871
10705,870
10950,870
20723,870
23238,870
38103,870
39157,870
43215,869
21163,868
80465,868
84101,867
85704,867
23225,866
55426,866
02540,865
19086,865
20744,865
60184,865
77845,865
46516,864
75115,864
82833,863
44023,862
11733,861
37218,861
72712,860
64152,858
92154,858
90638,857.5
55337,857
95351,857
01201,856
07974,855
15101,855
17043,855
62565,855
55422,854.5
11790,853
22963,853
47905,853
93546,852
35213,851
89523,851
95624,851
08820,850
11765,850
14228,850
20833,850
34990,850
61874,850
72632,850
93561,850
93955,850
14075,849
21701,848
64111,846
77632,846
19083,845
60130,845
28210,844
32696,844
49445,844
97031,842
06903,841
16066,840
28461,840
65810,840
91789,840
93035,840
96797,840
31904,839
52556,839
20170,838
46220,836
93033,836
03782,835
33031,835
33618,835
48098,835
45373,832
59718,831
80228,831
10306,830
19958,830
23507,830
34145,830
53144,830
95133,830
95521,830
99143,830
06039,829
10309,827
80540,826
07067,825
44236,825
60604,825
75036,825
28805,824
30097,824
98339,823.75
02072,823
07871,823
45220,823
35209,821
98606,820.5
14068,820
22407,820
32771,820
91710,820
98248,820
11758,818
33405,816
49283,816
91730,816
95407,816
95354,815.75
08520,815
11360,815
63146,815
98230,815
21046,814
06385,812
64112,812
18944,811
34110,811
23669,810.5
57754,810
98104,810
98106,810
40353,809
07093,807
92253,806.66
08691,806
08889,805
32935,805
43212,805
80234,805
95132,805
49006,804
95815,804
30677,803
91377,803
98296,803
92057,802
07945,801
53716,801
77002,801
04038,800
07423,800
25705,800
65610,800
85224,800
95453,800
95946,800
98503,799
07470,798
44107,797
18042,796
48073,796
91010,796
07677,795
19144,795
95223,795
84105,794
02038,793
11220,793
97850,793
92392,791
03104,790
60643,790
75216,790
77304,790
98365,790
98513,790
60007,789
06905,788
48069,788
84109,788
34952,787.5
03820,787
55901,787
78418,786.1800000000001
12498,786
66208,786
10701,785
14623,785
44121,785
84047,785
92694,785
98862,785
07508,784
91355,784
94513,784
08542,783.5
06484,783
28303,783
85268,782.1800000000001
08318,781
19141,780
98208,780
14456,779
37375,779
72223,779
95829,779
31406,778
48118,776
63088,776
05363,775
07092,775
15701,775
20880,775
21231,775
45424,775
55075,775
60450,775
66210,775
83714,775
87010,775
94555,775
99026,775
30214,773
55906,773
60565,773
81212,773
32958,772
96067,772
19128,771
18938,770
38138,769
79109,769
23451,768
85306,768
92071,768
20186,767
92544,767
94066,767
11222,766
55106,765
60047,765
91709,765
06371,764
87059,764
22958,762
55117,762
85260,761.5
05403,761
27704,761
97003,761
97230,761
18444,760
20720,760
40220,760
78613,760
89102,760
50701,759
67212,759
97045,758
11213,757
30034,757
33311,757
06070,756
87124,756
19801,755
21229,755
60174,755
93953,755
96741,755
98373,755
60189,754
06477,753
85338,753
78240,752.75
01105,750
02874,750
04473,750
06254,750
06796,750
07081,750
08824,750
12550,750
14092,750
14305,750
20115,750
34453,750
37072,750
37204,750
39470,750
50265,750
55047,750
55369,750
60041,750
78363,750
A1Y 1,750
99362,749
07733,748
18974,748
34655,748
61701,748
30349,747
78254,747
33543,745
48503,745
78155,745
94591,745
78747,744
97070,744
98077,744
15222,743
60192,743
92708,743
94505,743
07083,742
66217,742
18104,740
29405,740
83646,740
90503,740
32258,739
60521,739
97603,739
01845,738
02630,738
54956,738
90021,738
90601,738
07430,737.5
10502,737
44278,737
78130,736
95765,736
21108,735
22311,735
28560,735
66216,735
75023,735
84111,735
95046,735
95662,735
11747,734
63116,734
80110,734
07834,733
32955,733
23221,732
76002,732
45103,731
95949,731
03264,730
18901,730
53593,730
85712,730
92111,730
93030,730
97439,730
11102,728
14223,727
90240,727
45236,726
67401,726
33647,725.5
02835,725
11109,725
19454,725
22213,725
28202,725
63435,725
80246,725
80488,725
44138,724
21158,723
37209,723
61761,723
77095,722
44077,721
77071,721
30338,720
34746,720
46202,720
46545,720
84124,720
93463,720
19802,718
30340,718
87043,718
90250,718
30290,717
95492,717
45224,715
50131,715
60181,715
68510,715
84117,715
33179,714
34232,714
77059,714
32607,713
53143,713
91208,713
55359,712
75013,711
62269,710
93950,710
28270,709
60134,709
07060,708.18
03431,708
11772,707
34209,707
65807,707
91016,707
07304,706
01966,705
29206,705
78736,705
90056,705
98277,705
98660,705
78751,704.5
10452,704
92647,704
75067,703
91790,703
27608,702
53092,702
06770,701
10522,701
91755,701
94089,701
05641,700
06109,700
10962,700
11579,700
19565,700
30909,700
32618,700
39601,700
53527,700
67009,700
70458,700
72745,700
75006,700
81007,700
84604,700
90010,700
96782,700
01602,699
11358,699
21057,699
27605,699
07041,698
17036,698
34748,698
44234,698
76116,698
28786,697.18
02871,697
01609,695
01833,695
11426,695
34684,695
37138,695
55441,693
32765,692
34240,692
39402,692
85042,692
96002,692
48328,691
92203,691
11207,690
17050,690
33701,690
53051,690
55304,690
59106,690
75081,690
78737,690
46307,688.3299999999999
01908,688
74006,688
85015,688
97367,688
98467,687
94538,686
05408,685
08844,685
30904,685
45066,685
46256,685
95677,685
21666,684
84095,684
33756,683
48362,683
78660,683
30041,682
30126,682
93405,682
15147,680
19930,680
32792,680
44691,680
75087,680
87401,680
31522,679
75002,679
95442,679
29407,678
43015,678
98036,678
33709,677
84092,677
60505,676
77018,676
91754,676
04062,675
23113,675
30315,675
55330,675
60153,675
74017,675
80138,675
94582,675
97048,675
04021,674
55424,674
93727,673
01606,672
80433,672
53207,671
85375,671
01040,670
90631,670
80237,669.82
37920,669
32609,668.25
19709,668
93619,667
01970,666
06810,666
27949,666
78231,666
97132,666
06777,665
13224,665
17837,665
27253,665
75234,664
90015,664
46077,663
92126,663
92509,663
77303,662
11369,660
11960,660
42103,660
55343,660
89122,660
95694,660
97478,660
55119,659
78006,659
87102,659
93720,659
29212,658
96094,658
32901,657
13326,655
26003,655
75503,655
84110,655
98059,654.53
32159,654
80920,654
91773,654
32250,653.1800000000001
34949,653
43551,653
74133,653
89145,653
44141,652
98037,652
28031,651
44139,651
92508,651
02120,650
12189,650
33626,650
37066,650
45504,650
53559,650
77040,650
77081,650
95971,650
98948,650
99353,650
06513,649
77045,649
25314,648
32967,648
53209,648
97701,647
36695,646
96746,646
10107,645
11210,645
11501,645
13053,645
76712,645
11713,644
64804,643
72212,642.5
12208,642
61036,642
11771,641
11777,641
18015,641
02575,640
08807,640
66801,640
80021,640
92256,640
98563,640
95018,639.18
99515,639
43204,638
30252,636
08753,635
29210,635
30144,635
37377,635
75024,635
90630,635
93041,635
02134,634
33155,634
06095,633
93221,633
17331,632
70433,632
80007,632
95834,632
70508,631
96778,631
01852,630
07726,630
63023,630
86406,630
92243,630
95445,630
12601,629
55435,629
90504,628
55417,626
78720,626
80002,626
01740,625
02852,625
18434,625
32459,625
42240,625
46637,625
48219,625
83638,625
91950,625
92177,625
96739,625
97055,625
54313,624
60068,624
37122,623
08560,622
32724,622
37909,622
56601,622
85755,621
86314,620.1800000000001
01370,620
10597,620
28692,620
44708,620
77065,620
08053,619
06111,618
37620,618
76248,618
91601,618
37076,617
91203,617
27455,616
60008,616
60074,616
75070,616
76012,616
78741,616
10594,615
32317,615
50310,615
80915,615
81632,615
98056,615
02122,614.33
33706,614
55413,614
98367,614
77009,613.1800000000001
60013,613
01519,612
02125,612
85004,612
04106,611
25425,611
02050,610.5
06472,610
08202,610
15201,610
27703,610
58501,610
62522,610
98275,610
9,609
14217,608
19806,608
28732,608
85248,608
92374,608
15131,607
04046,606
78070,606
98073,606
98258,606
20735,605
29928,605
96795,605
07305,604
10516,604
23464,604
21054,603.34
17055,603
93309,603
94583,603
15235,601
17201,601
31404,601
33029,601
35763,601
01545,600
02653,600
02818,600
06074,600
06798,600
08029,600
08859,600
12942,600
18350,600
24450,600
32211,600
34470,600
39564,600
43026,600
45227,600
48309,600
49757,600
54311,600
65211,600
68959,600
75089,600
75859,600
77546,600
78256,600
83313,600
85717,600
91903,600
93635,600
94573,600
95119,600
97231,600
99201,600
75119,599
78753,599
12477,598
27205,598
65401,598
28607,597
19343,596
76107,596
13084,595
17018,595
17821,595
48126,595
68022,595
87740,595
90623,595
10603,594
30326,594
80128,594
91344,594
30188,593
75201,593
92346,593
06515,592
28311,592
07013,591
10801,591
46219,591
02180,590
06378,590
07405,590
13733,590
14043,590
29609,590
33975,590
34481,590
97218,590
06110,589
07016,589
29229,589
48033,589
58601,589
60636,588
76137,588
81321,588
92220,588
99712,588
95683,587
97381,587
98466,587
20121,586
30024,586
13323,585
14150,585
19025,585
24901,585
40299,585
63021,585
77042,585
77591,585
89701,585
91762,585
07417,584
54911,584
20772,582
48075,582
21113,581
60653,581
66215,581
48044,580.5
07748,580
11023,580
75082,580
78247,580
33146,579
43206,579
52402,579
77047,579
28412,578
28570,578
33412,578
76133,577.75
07111,577
22947,576
27604,576
91307,576
92040,576
96792,576
04572,575
04616,575
08504,575
11783,575
15146,575
20794,575
21133,575
28658,575
29715,575
33777,575
39056,575
48117,575
49117,575
49720,575
60467,575
77406,575
78412,575
79424,575
80232,575
83402,575
97495,575
98003,575
99224,575
99821,575
06419,574
18064,574
33324,574
22801,573
32937,573
06357,572
06512,572
22193,572
27609,572
30134,572
39206,572
10977,571
33624,571
94568,570.5
20132,570
29209,570
53589,570
55803,570
61354,570
78028,570
85234,570
92081,570
93402,570
98626,570
07424,569
91205,569
91765,569
33435,568
36111,568
98349,567
75034,566
34997,565.5
01983,565
06042,565
08852,565
11782,565
11901,565
18976,565
21009,565
29649,565
33445,565
45387,565
91304,565
20155,564
72113,564
13790,563
20018,563
37934,563
49525,563
73012,563
94590,563
95336,563
02663,562
33138,562
33948,562
28036,561
60603,561
90401,561
11778,560
28722,560
33063,560
48072,560
53212,560
61704,560
84106,560
88310,560
98802,560
30082,559
33060,557.4300000000001
02657,557
07601,556
21029,556
29414,556
55427,556
60655,556
05075,555
07069,555
13905,555
33137,555
33442,555
55033,555
60193,555
75901,555
78114,555
85635,555
95054,555
95035,554.99
10303,554
29045,554
63011,554
72401,554
97707,554
30088,553
95004,553
95355,553
43110,552.5
53213,552
31401,551
33071,551
63376,551
91791,551
98661,551
01929,550
03053,550
08833,550
15228,550
27503,550
28584,550
32757,550
32811,550
33109,550
33317,550
34736,550
36303,550
47119,550
49654,550
60404,550
61081,550
76354,550
76543,550
85283,550
85377,550
85702,550
91025,550
93430,550
94975,550
95436,550
91040,549
10507,548
33436,548
60461,548
91605,548
11212,547
17110,547
98292,547
11780,546
81413,545.1800000000001
02136,545
10469,545
23227,545
32805,545
34957,545
49083,545
61401,545
66502,545
68164,545
11233,544.5
54986,544.48
55442,544
57108,544
02145,543
08080,543
53713,543
60175,543
94580,543
34105,542
95470,542
05673,541
18966,541
55401,541
95973,541
01376,540
32579,540
48203,540
85003,540
97266,540
99573,540
01960,539
33710,539
33715,539
92887,539
47130,538.75
78610,538.5
77520,538
07010,537
07753,537
79763,537
99603,537
08701,536
11373,535
33173,535
45242,535
48336,535
55125,535
44147,534
37221,532.1800000000001
22920,532
31520,532
33477,532
07452,531
02532,530
16844,530
20707,530
20745,530
27717,530
33129,530
33444,530
39110,530
45213,530
95835,530
95426,529
98065,529
91335,528
94931,528
97233,528
44230,527.5
56225,527.5
14086,526
49801,526
78253,526
92069,526
01266,525
01450,525
01921,525
01952,525
04032,525
07465,525
08098,525
08620,525
10709,525
11219,525
12138,525
16412,525
32081,525
33067,525
33947,525
44109,525
48081,525
48198,525
53132,525
53189,525
71854,525
73107,525
74344,525
79922,525
80013,525
87520,525
89141,525
90640,525
92114,525
92571,525
92831,525
94948,525
97009,525
97204,525
02739,524
49417,523.5
60661,523.1800000000001
85737,523
29201,522.5
75033,522
77586,522
01748,521
10567,521
33351,520
49307,520
49503,520
68506,520
77502,520
78728,520
12564,519
89109,519
24401,518.1800000000001
04901,518
14214,517
92833,517
06488,516
13152,516
55077,516
92028,516
17022,515.1800000000001
06333,515
15215,515
24551,515
32163,515
32461,515
32951,515
33771,515
33785,515
33813,515
34237,515
48623,515
68508,515
78712,515
06460,514
38578,514
89408,514
37334,513
59922,512.5
11412,512
28562,511
55122,511
02066,510
03054,510
13413,510
14127,510
15106,510
21244,510
21921,510
29732,510
33154,510
36606,510
78641,510
93094,510
98671,510
80247,509
80424,508.5
55744,508
33026,507
10710,506
10940,506
11422,506
22306,506
28104,506
48038,506
77581,506
17701,505
19064,505
22664,505
43004,505
54915,505
57106,505
23233,504
91776,504
20189,503
48205,503
13021,502
48850,502
07640,501
64761,501
00803,500
01119,500
01887,500
02641,500
03814,500
04083,500
04660,500
06279,500
07882,500
10039,500
10271,500
10519,500
12125,500
12873,500
13685,500
13810,500
13827,500
14210,500
14560,500
15139,500
15214,500
16405,500
16851,500
17889,500
18088,500
18943,500
19352,500
21111,500
21120,500
22802,500
24504,500
24915,500
27573,500
29690,500
29707,500
29941,500
30344,500
30434,500
30535,500
31064,500
32577,500
33001,500
34759,500
35043,500
36064,500
36467,500
37721,500
37825,500
42071,500
43552,500
47136,500
47805,500
48532,500
49098,500
52748,500
53588,500
54220,500
58504,500
62220,500
63033,500
63127,500
74070,500
75063,500
75422,500
76259,500
77493,500
78164,500
78629,500
78765,500
79830,500
80829,500
83352,500
83405,500
85020,500
85298,500
89146,500
90755,500
92025,500
92039,500
92822,500
93032,500
93270,500
93664,500
95111,500
96805,500
96910,500
97351,500
97914,500
98376,500
98403,500
99118,500
YO10,500
05477,499.66999999999996
10589,499
55421,499
01039,498
33157,498
43130,498
48034,498
78201,497
11374,496
13214,496
03063,495
31210,495
72227,495
80104,495
92504,495
99004,495
36117,494
78232,494
91701,494
75075,492.5
40229,492.18
32806,491.54
07740,491
13850,491
60069,491
78404,491
90706,491
06776,490
08108,490
10998,490
17111,490
30363,490
44484,490
48124,490
60561,490
76006,490
98023,490
81657,489
34205,488
66221,488
94038,488
37777,487
83706,487
75789,486.75
11520,486
32962,486
49024,486
54234,485.5
13126,485
18431,485
60630,485
74132,485
85212,485
89406,485
94592,485
21060,484
59901,484
60659,484
19013,483
77092,483
27215,482
96161,482
30316,481.5
06037,481
27405,481
43050,481
72015,481
04945,480
24944,480
33050,480
57401,480
76262,480
14025,479.09000000000003
06614,479
33566,479
11560,478
60440,478
92004,478
94956,478
11040,477.5
06040,477
60188,477
73122,477
33713,476
39216,476
98198,476
04859,475
10954,475
11954,475
12173,475
17070,475
20110,475
20777,475
21047,475
21078,475
21713,475
23322,475
33166,475
44805,475
60178,475
60187,475
60439,475
62902,475
62948,475
80516,475
90280,475
48114,474
26070,473.5
11598,473
30060,473
36830,472
85023,472
07940,471
28734,471
32746,471
37160,471
60090,471
07047,470
27549,470
32566,470
33449,470
43512,470
46835,470
48439,470
76548,470
92780,470
95031,470
95621,470
20105,469
80908,469
19131,468
31410,468
45014,468
92661,468
06790,467
12508,467
60466,467
78504,467
89027,467
95050,467
15632,466.5
34996,466
51503,466
61920,466
70434,466
73132,466
90621,466
02451,465
06026,465
11363,465
28269,465
33328,465
33473,465
48306,465
66604,465
70517,465
78382,465
79701,465
92801,465
95465,465
17815,464
28468,464
12534,463
74604,463
06795,462
11428,462
33161,462
16506,461
19426,460.5
60506,460.18
19363,460
34450,460
67205,460
78132,460
95065,460
97530,460
98371,460
12184,459
10282,458
14625,458
11372,457
27101,457
17543,456
17602,456
56560,456
03241,455
12148,455
48237,455
60805,455
87105,455
88012,455
29406,454
49769,454
83704,454
03902,453
76205,453
80498,453
85044,453
91202,453
97479,453
99709,453
03904,452.08
11975,452
64068,452
79114,452
26508,451.4
01226,450
01604,450
01902,450
03087,450
04255,450
05832,450
12144,450
19607,450
21643,450
27804,450
29070,450
32725,450
33458,450
33578,450
36867,450
38965,450
39121,450
43326,450
45409,450
48064,450
60098,450
70817,450
80535,450
83634,450
85064,450
91739,450
93444,450
97005,450
98402,450
22728,449
02332,447
76132,447
88011,447
91780,447
19047,446
46062,446
60102,446
06492,445
22405,445
55379,445
76208,445
77082,445
78596,445
29325,444.59000000000003
92592,444
75043,443
83687,443
87114,443
95380,442
08759,441
21502,441
30215,441
96003,441
12304,440
37207,440
60804,440
68134,440
76020,440
61008,439
92802,439
98685,439
11554,438
53511,438
91207,438
91741,438
01007,437
85209,437
90501,437
98374,437
45662,436.5
32708,436
08012,435
10546,435
16827,435
19031,435
22060,435
29501,435
33548,435
48840,435
60523,435
66206,435
74075,435
80917,435
89121,435
92503,435
92543,435
92557,435
29601,434
97086,434
78207,433
92065,433
06811,432
14812,432
75189,432
02045,431
37146,431
95758,431
33069,430.5
10509,430
13159,430
23510,430
32526,430
38119,430
54449,430
60050,430
81230,430
95382,430
10901,429
20148,429
23454,429
77064,429
94309,429
94571,429
02631,428
07853,428
23112,428
23508,428
92027,428
02771,427
21784,427
29307,427
44067,427
48640,427
73096,427
81419,427
02554,426
28748,426
36532,426
85257,426
95073,426
07050,425
07716,425
10528,425
11385,425
22630,425
29403,425
32909,425
33015,425
42420,425
44721,425
46160,425
59802,425
65775,425
70003,425
72335,425
91411,425
92586,425
95570,425
98236,425
98239,425
98445,425
99645,425
28715,424
08401,422
11971,421
40422,421
48207,421
54751,421
71901,421
99567,421
99687,420.5
13078,420
27616,420
30522,420
33470,420
54902,420
77318,420
85249,420
87031,420
95531,420
95678,420
80212,419
91748,419
75104,418.33
11803,418
10314,416.33
16001,416
23111,416
78620,416
01541,415
10969,415
20688,415
21236,415
48113,415
57701,415
98057,415
29466,414
62208,414
77377,414
86326,414
98257,414
33917,413.5
36106,413
63304,413
79423,413
80012,413
80453,413
87113,413
20151,412.5
45414,412.5
23320,412
48138,412
66223,412
75228,411
80466,411
33065,410.5
02825,410
04005,410
07018,410
08096,410
08234,410
10304,410
10545,410
15317,410
31820,410
46033,410
54440,410
60453,410
72501,410
77066,410
83864,410
92308,410
11423,409
99336,409
48076,406
87701,406
02121,405
08848,405
11694,405
30269,405
53726,405
60478,405
77339,405
37803,404.95
33755,403
54301,403
72211,403
90047,403
91977,403
98272,403
98682,402
21157,401
23231,401
28374,401
53226,401
60422,401
78261,401
80227,401
91405,401
94528,401
01420,400
01834,400
02199,400
06320,400
06605,400
07114,400
07747,400
08736,400
12205,400
15644,400
19610,400
21613,400
22924,400
26710,400
28752,400
30107,400
30740,400
32905,400
34984,400
35208,400
37069,400
37174,400
38703,400
40031,400
40503,400
44017,400
44515,400
46312,400
48473,400
48519,400
49056,400
51040,400
53402,400
54757,400
58770,400
60031,400
60608,400
60914,400
61301,400
62853,400
63873,400
73162,400
73521,400
75671,400
77087,400
78043,400
78539,400
78573,400
79606,400
82009,400
85622,400
85751,400
87527,400
93002,400
94064,400
95245,400
95604,400
96151,400
97141,400
03057,399
22554,399
54701,399
95356,399
01085,398
02865,398
32835,398
53081,398
91932,398
99338,398
37664,397.5
17403,397
50324,397
68502,397
85250,397
95363,397
11757,396
44145,396
80634,396
90013,396
90806,396
91343,396
14454,395
15220,395
17015,395
17225,395
19963,395
30092,395
52403,395
54880,395
77046,395
91390,395
97527,395
34491,394.5
44303,394
80903,393
97128,393
07751,392
30066,392
33330,392
48111,391.52
06360,391
08205,391
28173,391
78665,391
80004,391
95127,391
95209,391
06066,390.5
12206,390.5
84780,390.35
06606,390
08801,390
08861,390
25326,390
28785,390
37073,390
48180,390
55350,390
60430,390
66611,390
76016,390
92399,390
94604,390
98632,390
95006,389
98528,389
83301,388
84107,388
89156,388
54022,387.5
11236,387
15122,387
33068,387
33309,387
70403,387
02769,386
97058,386
08088,385
10518,385
12441,385
25311,385
29708,385
55101,385
57719,385
80112,385
92263,385
44126,384
87540,384
11001,383.33
46060,383
77532,383
10462,382.5
11701,382
76226,382
02382,381
27284,381
02642,380.04
01038,380
01254,380
10604,380
19008,380
21214,380
30047,380
31082,380
55423,380
55443,380
72076,380
75060,380
77351,380
77433,380
80130,380
91331,380
11208,379
15212,379
53403,379
91785,379
92532,379
02364,378
08402,378
26537,378
59840,378
65202,378
71106,378
95148,378
32114,377
48895,376.34000000000003
14057,376
23223,376
48312,376
85286,376
90810,376
95603,376
97426,376
98045,376
01036,375
02791,375
02860,375
04079,375
06712,375
10305,375
10805,375
13418,375
15003,375
27265,375
28203,375
28204,375
28327,375
28601,375
29118,375
33170,375
33316,375
38555,375
44114,375
45320,375
46034,375
53714,375
60513,375
64050,375
71957,375
77072,375
83701,375
86304,375
88062,375
91740,375
92150,375
95113,375
08536,374
32439,374
38655,374
45240,374
63121,374
63368,374
03909,372.5
49286,372
22625,371
25304,371
97526,371
73069,370.25
02662,370
08810,370
17057,370
21061,370
28469,370
33313,370
33469,370
45069,370
49740,370
80306,370
83709,370
95116,370
95159,370
98422,370
39211,369
45237,369
02021,368.5
01238,368
23831,368
29016,368
78624,368
94589,367
14072,366
47203,366
98908,366
01984,365
03905,365
16870,365
20779,365
29582,365
33572,365
37130,365
46240,365
60115,365
70116,365
89032,365
97415,365
85367,364
97062,364
21028,363
27539,363
33510,363
60510,363
84102,362.5
44131,362
55128,361
76501,361
94020,360.5
01001,360
02375,360
07719,360
07746,360
12186,360
20152,360
33037,360
40351,360
46360,360
49508,360
53533,360
75020,360
78572,360
85373,360
90016,360
98032,360
85387,359
06470,358
11106,358
35406,358
64110,358
02726,357.5
13088,357
80550,357
30542,356.25
18103,356
43082,356
60564,356
11704,355
12529,355
29204,355
40517,355
46845,355
93611,355
99324,355
32821,354
07066,353.5
67203,353
83204,353
01532,352
60107,352
92585,352
94599,352
12204,351
14120,351
14435,351
26501,351
39120,351
47714,351
93225,351
02119,350
02643,350
03221,350
03851,350
03908,350
05001,350
05494,350
06043,350
06759,350
09049,350
11944,350
12202,350
12410,350
12549,350
12581,350
15057,350
15211,350
15322,350
18640,350
20019,350
20724,350
23456,350
27523,350
3,350
30311,350
31799,350
32869,350
33181,350
34103,350
39042,350
39046,350
41011,350
44137,350
44907,350
49064,350
49406,350
49415,350
54482,350
55336,350
55438,350
55444,350
58104,350
60546,350
67880,350
68114,350
77089,350
77498,350
80005,350
84087,350
85050,350
85206,350
85740,350
90095,350
91768,350
94515,350
95656,350
96021,350
96145,350
32092,349
37214,349
38501,349
76039,349
07065,348
08221,348
30504,348
95823,348
43068,347
77061,347
78550,347
46617,346.5
48221,346
83686,346
01108,345
01754,345
08502,345
32796,345
37206,345
44111,345
44281,345
72601,345
74464,345
91723,345
92003,345
01028,344
07760,344
11768,344
11103,343
27401,343
27526,343
45506,343
95242,343
98363,343
84341,342.8
06237,342.5
07044,342
91352,342
60448,341
71301,341
75044,341
81211,341
91724,341
98346,340.18
11550,340
12565,340
17745,340
29940,340
30096,340
35757,340
37385,340
43718,340
66224,340
75149,340
33602,339
40243,339
55311,339
77094,338.5
22191,338
23517,338
28779,338
32141,338
37659,338
48226,338
53186,338
60652,338
07005,337.5
17007,337
41102,337
60473,337
94517,337
11249,336.18
19462,336
22026,336
27617,336
48084,336
04679,335
12047,335
25526,335
37774,335
45044,335
48316,335
66112,335
76017,335
77469,335
78109,335
80534,335
81101,335
85009,335
91204,335
94915,335
99403,335
34639,334
71118,334
06514,333
08618,333
42104,333
60152,333
70461,333
84040,333
13077,332
10310,331
11005,331
21234,331
81501,331
95219,331
97004,331
98311,331
32210,330
33407,330
34446,330
34476,330
37716,330
61611,330
72714,330
77031,330
98007,330
98274,330
46227,329
80107,329
85374,329
19473,328
20637,328
28027,328
33304,328
37042,328
37128,328
40245,328
44090,328
48065,328
48130,328
94601,328
07860,327
44116,327
45406,327
04093,326
04938,326
07950,326
11804,326
50138,326
53548,326
60706,326
86442,326
93614,326
93907,326
